2026-02-01 10:02:59,316 | [INFO] | smart_agri_logger | create_crop_listing | Line 75 | Processing new crop listing: Watermelon
2026-02-01 10:17:29,379 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:17:33,904 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:17:39,028 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:17:44,281 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:17:56,793 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:18:13,302 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:18:23,276 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:20:52,954 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:21:23,736 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:23:59,607 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:27:44,522 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:30:10,217 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:30:26,557 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:30:34,097 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:30:35,067 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:30:39,291 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:35:55,809 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:36:01,489 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:36:03,648 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:36:05,958 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:36:13,810 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:36:14,545 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:37:21,808 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:37:41,298 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:39:26,349 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:39:38,501 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:39:40,809 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:39:57,212 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:40:11,523 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:40:19,153 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:41:37,618 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:41:50,770 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:48:17,294 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:48:24,950 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:48:48,421 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:49:12,970 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:49:34,084 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:49:36,096 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:49:36,343 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:51:30,819 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:54:52,393 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 10:59:55,381 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:07:22,930 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 11:17:41,589 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 11:18:55,535 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 11:18:58,197 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 11:19:00,905 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 11:19:04,468 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 11:19:09,964 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 11:19:14,890 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 11:19:18,536 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 11:19:22,829 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 11:20:33,172 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 11:20:40,308 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 11:21:03,767 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 11:21:07,753 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 11:21:10,398 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 11:21:27,256 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 11:21:49,382 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:21:52,285 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:22:03,366 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:22:03,808 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:23:09,993 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:23:55,162 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:24:36,514 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:24:42,394 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 11:24:50,591 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:25:18,935 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:27:58,742 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:28:25,325 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:28:28,593 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:28:29,818 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:28:38,195 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:28:44,385 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:28:46,533 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:28:54,861 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:29:04,481 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:29:06,247 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:29:08,842 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:29:14,070 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:29:15,446 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:46:53,654 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:47:00,403 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:47:01,648 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:47:03,074 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:47:11,072 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:47:17,905 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:47:27,857 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:47:30,808 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:47:38,035 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:48:00,722 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:48:01,985 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:48:32,126 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:48:34,755 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:48:51,477 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:49:06,286 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:49:07,360 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:49:22,102 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:49:24,555 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:49:28,366 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:49:30,142 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:50:06,121 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:50:07,107 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 11:50:21,431 | [INFO] | smart_agri_logger | get_all_crops | Line 232 | Fetched 26 crops (skip=0, limit=100)
2026-02-01 11:51:07,270 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:51:26,499 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:51:37,336 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:52:00,452 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:52:22,155 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:52:24,010 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:52:30,080 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:52:33,713 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:52:47,588 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:52:49,679 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:52:54,289 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:53:03,917 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:53:13,419 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:53:14,033 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:53:31,115 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:53:32,297 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:53:36,944 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:53:42,676 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:53:44,457 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:53:49,320 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:53:52,294 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:54:00,233 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:54:02,148 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:54:04,436 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:54:09,833 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:54:12,219 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:54:13,443 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:54:20,470 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:54:35,568 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:55:16,097 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:55:46,028 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:55:52,415 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:56:05,302 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:56:05,516 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
2026-02-01 11:56:11,342 | [INFO] | smart_agri_logger | get_my_crops | Line 337 | Fetched 25 crops for farmer 7d577d72-4704-48d1-a0f2-763c02f04533 (skip=0, limit=100)
